Compound_id,Disease_id,relation_type,database
DB12422,MESH:D003072,T,GNBR
DB12422,MESH:D004715,Pa,GNBR
DB12422,MESH:D006130,Sa,GNBR
DB12422,MESH:D006323,Sa,GNBR
DB12422,MESH:D006984,Pa,GNBR
DB12422,MESH:D007938,T,GNBR
DB12422,MESH:D008107,T,GNBR
DB12422,MESH:D008569,Pa,GNBR
DB12422,MESH:D009369,T,GNBR
DB12422,MESH:D009410,Pa,GNBR
DB12422,MESH:D012878,T,GNBR
DB12422,MESH:D013119,T,GNBR
DB12422,MESH:D014517,T,GNBR
DB12422,MESH:D015458,C,GNBR
DB12422,MESH:D020258,Pa,GNBR
DB12422,MESH:D029424,T,GNBR
DB12708,MESH:D002292,C,GNBR
DB12708,MESH:D003643,T,GNBR
DB12708,MESH:D005313,T,GNBR
DB12708,MESH:D005334,Sa,GNBR
DB12708,MESH:D006470,T,GNBR
DB06439,MESH:D006937,Sa,GNBR
DB06439,MESH:D006949,Sa,GNBR
DB06439,MESH:D015228,Sa,GNBR
DB06439,MESH:D050171,Sa,GNBR
MESH:C016908,MESH:D006528,Sa,GNBR
DB13546,MESH:D003072,T,GNBR
DB13546,MESH:D013345,T,GNBR
MESH:C016914,MESH:D008105,T,GNBR
MESH:C016914,MESH:D011537,T,GNBR
DB13540,MESH:D007239,T,GNBR
DB13540,MESH:D009369,T,GNBR
DB13540,MESH:D011014,T,GNBR
DB13540,MESH:D012141,T,GNBR
DB13540,MESH:D014552,T,GNBR
DB13540,MESH:D064420,Sa,GNBR
DB00964,MESH:D001763,T,GNBR
DB00964,MESH:D001764,T,GNBR
DB00964,MESH:D002386,T,GNBR
DB00964,MESH:D005901,T,GNBR
DB00964,MESH:D005902,T,GNBR
DB00964,MESH:D006973,T,GNBR
DB00964,MESH:D007022,Pr,GNBR
DB00964,MESH:D009798,T,GNBR
DB00964,MESH:D013958,T,GNBR
DB00964,MESH:D063766,T,GNBR
DB01419,MESH:D010003,T,GNBR
DB14054,MESH:D002545,T,GNBR
DB14054,MESH:D003072,Pa,GNBR
DB14054,MESH:D003920,Mp,GNBR
DB14054,MESH:D006332,Pa,GNBR
DB14054,MESH:D010300,T,GNBR
DB14054,MESH:D013119,T,GNBR
DB14054,MESH:D056486,Pa,GNBR
MESH:C017069,MESH:D000699,Sa,GNBR
MESH:C017069,MESH:D002375,Pa,GNBR
MESH:C017069,MESH:D004827,Sa,GNBR
MESH:C017069,MESH:D012640,Sa,GNBR
MESH:C017092,MESH:D001943,C,GNBR
MESH:C017092,MESH:D005910,T,GNBR
MESH:C017092,MESH:D008113,T,GNBR
MESH:C017092,MESH:D008175,Pr,GNBR
MESH:C017092,MESH:D008545,T,GNBR
MESH:C017092,MESH:D009369,T,GNBR
MESH:C017096,MESH:D000743,Sa,GNBR
MESH:C017096,MESH:D006461,Sa,GNBR
MESH:C017096,MESH:D008107,Sa,GNBR
DB01535,MESH:D003866,Pr,GNBR
DB01535,MESH:D007035,Sa,GNBR
DB00639,MESH:D002181,T,GNBR
DB00639,MESH:D014627,T,GNBR
MESH:C017136,MESH:D056486,Sa,GNBR
MESH:C017136,MESH:D058186,Sa,GNBR
MESH:C017142,MESH:D001049,T,GNBR
MESH:C017142,MESH:D011041,T,GNBR
MESH:C017154,MESH:D007249,Pa,GNBR
MESH:C017154,MESH:D020258,Pa,GNBR
DB13721,MESH:D008288,T,GNBR
DB13721,MESH:D020258,Sa,GNBR
DB13721,MESH:D064420,Sa,GNBR
DB13600,MESH:D001264,Sa,GNBR
DB13600,MESH:D003866,Sa,GNBR
DB13600,MESH:D008133,T,GNBR
DB13600,MESH:D008288,T,GNBR
DB13600,MESH:D014202,Sa,GNBR
DB13600,MESH:D014355,T,GNBR
DB13600,MESH:D019636,Sa,GNBR
DB13600,MESH:D020258,Sa,GNBR
DB13600,MESH:D058267,T,GNBR
DB13600,MESH:D064420,Sa,GNBR
MESH:C017185,MESH:D011565,T,GNBR
MESH:C017185,MESH:D015179,C,GNBR
MESH:C017185,MESH:D064420,Sa,GNBR
MESH:C017218,MESH:D008545,T,GNBR
MESH:C017218,MESH:D009369,T,GNBR
DB04400,MESH:D010661,Sa,GNBR
DB04574,MESH:D001943,T,GNBR
DB11409,MESH:D005767,T,GNBR
MESH:C017338,MESH:D009369,C,GNBR
DB03408,MESH:C536835,T,GNBR
MESH:C017343,MESH:D008545,C,GNBR
MESH:C017364,MESH:D000326,T,GNBR
DB09010,MESH:D003110,T,GNBR
DB09010,MESH:D005334,T,GNBR
DB09010,MESH:D006528,T,GNBR
DB09010,MESH:D015179,T,GNBR
MESH:C017435,MESH:D001228,T,GNBR
MESH:C017435,MESH:D012220,T,GNBR
MESH:C017435,MESH:D014005,T,GNBR
MESH:C017501,MESH:D003866,T,GNBR
MESH:C017501,MESH:D006973,Sa,GNBR
MESH:C017501,MESH:D007249,T,GNBR
MESH:C017501,MESH:D009181,T,GNBR
MESH:C017501,MESH:D015821,T,GNBR
MESH:C017532,MESH:D003550,T,GNBR
MESH:C017557,MESH:D012509,Sa,GNBR
MESH:C017557,MESH:D064420,Sa,GNBR
MESH:C017558,MESH:D012208,Sa,GNBR
DB00957,MESH:D000152,T,GNBR
DB12086,MESH:D001249,T,GNBR
DB12086,MESH:D001991,T,GNBR
DB12086,MESH:D029424,T,GNBR
MESH:C017610,MESH:D011605,T,GNBR
MESH:C017610,MESH:D012559,T,GNBR
MESH:C017645,MESH:D064420,Pa,GNBR
DB13136,MESH:D004342,Sa,GNBR
DB13136,MESH:D009395,Sa,GNBR
MESH:C017674,MESH:D000230,C,GNBR
MESH:C017690,MESH:D056486,Sa,GNBR
MESH:C017717,MESH:D000138,Sa,GNBR
MESH:C017717,MESH:D002114,T,GNBR
MESH:C017717,MESH:D002115,T,GNBR
MESH:C017717,MESH:D002386,T,GNBR
MESH:C017717,MESH:D005355,T,GNBR
MESH:C017717,MESH:D007676,T,GNBR
MESH:C017717,MESH:D009325,Sa,GNBR
MESH:C017717,MESH:D009369,T,GNBR
MESH:C017717,MESH:D010051,T,GNBR
MESH:C017717,MESH:D010190,T,GNBR
MESH:C017717,MESH:D011041,T,GNBR
MESH:C017717,MESH:D012871,T,GNBR
MESH:C017717,MESH:D051436,T,GNBR
MESH:C017717,MESH:D053040,T,GNBR
MESH:C017717,MESH:D064420,T,GNBR
MESH:C017759,MESH:D001791,Sa,GNBR
MESH:C017774,MESH:D007022,Sa,GNBR
MESH:C017803,MESH:D000647,Sa,GNBR
MESH:C017803,MESH:D000860,Mp,GNBR
MESH:C017803,MESH:D001930,Pa,GNBR
MESH:C017807,MESH:D064420,Sa,GNBR
MESH:C017846,MESH:D001008,Pa,GNBR
MESH:C017846,MESH:D010190,C,GNBR
DB07795,MESH:D001943,C,GNBR
DB07795,MESH:D002289,C,GNBR
DB07795,MESH:D002292,T,GNBR
DB07795,MESH:D003092,Pa,GNBR
DB07795,MESH:D003643,Sa,GNBR
DB07795,MESH:D003920,Mp,GNBR
DB07795,MESH:D004342,Pa,GNBR
DB07795,MESH:D008113,C,GNBR
DB07795,MESH:D010190,Pa,GNBR
DB07795,MESH:D013274,C,GNBR
DB07795,MESH:D013345,T,GNBR
DB07795,MESH:D015179,T,GNBR
DB07795,MESH:D019636,T,GNBR
DB07795,MESH:D020214,Pa,GNBR
DB07795,MESH:D020521,T,GNBR
DB07795,MESH:D029424,T,GNBR
DB02680,MESH:D014652,Sa,GNBR
DB02680,MESH:D064420,Sa,GNBR
MESH:C017928,MESH:D001008,T,GNBR
MESH:C017928,MESH:D003643,T,GNBR
MESH:C017928,MESH:D012559,T,GNBR
MESH:C017947,MESH:D001943,C,GNBR
MESH:C017947,MESH:D008171,T,GNBR
MESH:C017947,MESH:D009336,Sa,GNBR
MESH:C017947,MESH:D012769,T,GNBR
MESH:C017947,MESH:D014652,Sa,GNBR
MESH:C017947,MESH:D064420,Sa,GNBR
MESH:C017953,MESH:D001249,T,GNBR
MESH:C017953,MESH:D001943,C,GNBR
MESH:C017953,MESH:D002318,T,GNBR
MESH:C017953,MESH:D002544,T,GNBR
MESH:C017953,MESH:D005234,Pa,GNBR
MESH:C017953,MESH:D006331,T,GNBR
MESH:C017953,MESH:D006504,Sa,GNBR
MESH:C017953,MESH:D007511,T,GNBR
MESH:C017953,MESH:D008569,Pa,GNBR
MESH:C017953,MESH:D009369,T,GNBR
MESH:C017953,MESH:D009437,Pa,GNBR
MESH:C017953,MESH:D011471,C,GNBR
MESH:C017953,MESH:D011660,T,GNBR
MESH:C017953,MESH:D013119,T,GNBR
MESH:C017953,MESH:D014652,T,GNBR
MESH:C017953,MESH:D015140,Pa,GNBR
MESH:C017953,MESH:D016510,Pa,GNBR
MESH:C017953,MESH:D017202,T,GNBR
MESH:C017953,MESH:D019283,T,GNBR
MESH:C017953,MESH:D020208,T,GNBR
MESH:C017953,MESH:D020244,Pa,GNBR
MESH:C017953,MESH:D020258,Pa,GNBR
MESH:C017953,MESH:D020521,T,GNBR
MESH:C017953,MESH:D050197,T,GNBR
DB01401,MESH:D001172,T,GNBR
DB01401,MESH:D056486,Sa,GNBR
MESH:C017963,MESH:D008175,Sa,GNBR
MESH:C017963,MESH:D009369,Sa,GNBR
MESH:C017985,MESH:D004827,T,GNBR
MESH:C017985,MESH:D012640,T,GNBR
MESH:C017985,MESH:D014202,T,GNBR
DB14206,MESH:D000740,T,GNBR
DB14206,MESH:D000860,Sa,GNBR
DB14206,MESH:D007022,Pa,GNBR
DB14206,MESH:D007511,Sa,GNBR
DB14206,MESH:D007674,T,GNBR
DB14206,MESH:D009410,Sa,GNBR
DB14206,MESH:D012640,Sa,GNBR
DB14206,MESH:D014947,Sa,GNBR
DB14206,MESH:D020258,Sa,GNBR
DB14206,MESH:D051437,T,GNBR
DB14206,MESH:D064420,Sa,GNBR
MESH:C018086,MESH:D008708,Sa,GNBR
MESH:C018086,MESH:D064420,Sa,GNBR
DB11525,MESH:D064420,Sa,GNBR
MESH:C018108,MESH:D000699,Sa,GNBR
MESH:C018108,MESH:D006930,Sa,GNBR
MESH:C018145,MESH:D058225,Pr,GNBR
DB12230,MESH:D002311,T,GNBR
DB12230,MESH:D005901,T,GNBR
DB12230,MESH:D006333,T,GNBR
DB12230,MESH:D006973,T,GNBR
DB12230,MESH:D011470,T,GNBR
DB12230,MESH:D015877,Pa,GNBR
DB12230,MESH:D051437,T,GNBR
DB08953,MESH:D003866,Sa,GNBR
MESH:C018207,MESH:D066126,Pr,GNBR
DB08961,MESH:D004487,T,GNBR
DB08961,MESH:D006333,T,GNBR
MESH:C018273,MESH:D010146,T,GNBR
MESH:C018273,MESH:D010149,T,GNBR
MESH:C018273,MESH:D059350,T,GNBR
MESH:C018279,MESH:D003248,T,GNBR
MESH:C018279,MESH:D003967,Sa,GNBR
MESH:C018279,MESH:D006934,T,GNBR
MESH:C018279,MESH:D009397,Sa,GNBR
MESH:C018279,MESH:D013746,Sa,GNBR
MESH:C018279,MESH:D053565,T,GNBR
MESH:C018279,MESH:D054559,Sa,GNBR
MESH:C018381,MESH:D001943,C,GNBR
MESH:C018381,MESH:D005909,C,GNBR
MESH:C018381,MESH:D006528,C,GNBR
MESH:C018381,MESH:D007938,C,GNBR
MESH:C018381,MESH:D009410,Pa,GNBR
MESH:C018381,MESH:D020258,Pa,GNBR
DB11348,MESH:D000013,T,GNBR
DB11348,MESH:D005955,Sa,GNBR
MESH:C018394,MESH:D009369,C,GNBR
DB11678,MESH:C536494,T,GNBR
DB11678,MESH:D001943,T,GNBR
DB11678,MESH:D005910,T,GNBR
DB11678,MESH:D007674,T,GNBR
DB11678,MESH:D008228,T,GNBR
DB11678,MESH:D008545,T,GNBR
DB11678,MESH:D009101,T,GNBR
DB11678,MESH:D009103,T,GNBR
DB11678,MESH:D009369,T,GNBR
DB11678,MESH:D010051,T,GNBR
DB11678,MESH:D015470,T,GNBR
MESH:C018406,MESH:D064420,Sa,GNBR
DB01201,MESH:D014376,T,GNBR
DB01201,MESH:D014397,T,GNBR
DB01201,MESH:D055985,T,GNBR
MESH:C018424,MESH:D001172,T,GNBR
MESH:C018430,MESH:D003866,Sa,GNBR
MESH:C018490,MESH:D065768,T,GNBR
MESH:C018511,MESH:D009369,Sa,GNBR
DB13467,MESH:D005909,C,GNBR
DB13467,MESH:D006331,T,GNBR
DB13467,MESH:D008946,T,GNBR
DB13467,MESH:D009369,C,GNBR
DB13467,MESH:D050197,Pa,GNBR
MESH:C018549,MESH:D008107,Sa,GNBR
MESH:C018579,MESH:D008171,Sa,GNBR
MESH:C018584,MESH:D003872,T,GNBR
MESH:C018584,MESH:D006967,T,GNBR
MESH:C018584,MESH:D017449,Sa,GNBR
MESH:C018619,MESH:C535588,T,GNBR
MESH:C018627,MESH:D001932,T,GNBR
MESH:C018674,MESH:D064420,T,GNBR
MESH:C018802,MESH:D013272,Sa,GNBR
MESH:C018824,MESH:C563598,T,GNBR
MESH:C018824,MESH:D006501,Sa,GNBR
MESH:C018824,MESH:D013345,T,GNBR
MESH:C018824,MESH:D022124,Sa,GNBR
MESH:C018824,MESH:D064420,Sa,GNBR
DB07726,MESH:D001930,T,GNBR
DB13237,MESH:D011471,C,GNBR
DB08974,MESH:C536591,T,GNBR
DB08974,MESH:D004443,T,GNBR
DB08974,MESH:D005767,T,GNBR
DB08974,MESH:D007239,T,GNBR
DB08974,MESH:D008545,C,GNBR
DB08974,MESH:D009369,Pr,GNBR
DB08974,MESH:D009855,T,GNBR
DB03808,MESH:D015823,T,GNBR
DB13618,MESH:D003920,T,GNBR
DB13618,MESH:D008231,Sa,GNBR
DB13618,MESH:D010024,T,GNBR
DB13618,MESH:D064420,Sa,GNBR
MESH:C019003,MESH:D009369,C,GNBR
MESH:C019012,MESH:D055371,Pa,GNBR
MESH:C019074,MESH:D064420,T,GNBR
MESH:C019101,MESH:D017484,Sa,GNBR
MESH:C019112,MESH:D004342,Sa,GNBR
MESH:C019112,MESH:D006967,J,GNBR
MESH:C019123,MESH:D008171,Sa,GNBR
MESH:C019123,MESH:D055370,Sa,GNBR
MESH:C019123,MESH:D064420,Sa,GNBR
MESH:C019132,MESH:D064420,Sa,GNBR
MESH:C019135,MESH:D004487,T,GNBR
MESH:C019135,MESH:D007022,Pr,GNBR
MESH:C019179,MESH:D004671,T,GNBR
MESH:C019179,MESH:D018798,T,GNBR
MESH:C019215,MESH:D002289,T,GNBR
MESH:C019248,MESH:C535456,T,GNBR
MESH:C019248,MESH:C536047,T,GNBR
MESH:C019248,MESH:C537700,T,GNBR
MESH:C019248,MESH:C562689,Pr,GNBR
MESH:C019248,MESH:D000435,T,GNBR
MESH:C019248,MESH:D001172,T,GNBR
MESH:C019248,MESH:D001847,T,GNBR
MESH:C019248,MESH:D001848,T,GNBR
MESH:C019248,MESH:D001851,T,GNBR
MESH:C019248,MESH:D001859,T,GNBR
MESH:C019248,MESH:D001927,T,GNBR
MESH:C019248,MESH:D001943,T,GNBR
MESH:C019248,MESH:D002114,T,GNBR
MESH:C019248,MESH:D002115,T,GNBR
MESH:C019248,MESH:D002547,T,GNBR
MESH:C019248,MESH:D003550,T,GNBR
MESH:C019248,MESH:D003643,T,GNBR
MESH:C019248,MESH:D004194,T,GNBR
MESH:C019248,MESH:D004402,T,GNBR
MESH:C019248,MESH:D005357,T,GNBR
MESH:C019248,MESH:D005359,T,GNBR
MESH:C019248,MESH:D005923,T,GNBR
MESH:C019248,MESH:D006617,T,GNBR
MESH:C019248,MESH:D006934,T,GNBR
MESH:C019248,MESH:D006962,T,GNBR
MESH:C019248,MESH:D007249,T,GNBR
MESH:C019248,MESH:D007674,Sa,GNBR
MESH:C019248,MESH:D008107,T,GNBR
MESH:C019248,MESH:D008228,T,GNBR
MESH:C019248,MESH:D009101,T,GNBR
MESH:C019248,MESH:D009336,T,GNBR
MESH:C019248,MESH:D009362,T,GNBR
MESH:C019248,MESH:D009369,T,GNBR
MESH:C019248,MESH:D009404,Sa,GNBR
MESH:C019248,MESH:D009437,T,GNBR
MESH:C019248,MESH:D010000,T,GNBR
MESH:C019248,MESH:D010001,T,GNBR
MESH:C019248,MESH:D010013,T,GNBR
MESH:C019248,MESH:D010019,T,GNBR
MESH:C019248,MESH:D010020,T,GNBR
MESH:C019248,MESH:D010024,T,GNBR
MESH:C019248,MESH:D010146,T,GNBR
MESH:C019248,MESH:D011471,T,GNBR
MESH:C019248,MESH:D011472,T,GNBR
MESH:C019248,MESH:D012019,T,GNBR
MESH:C019248,MESH:D012131,T,GNBR
MESH:C019248,MESH:D012516,T,GNBR
MESH:C019248,MESH:D012598,Sa,GNBR
MESH:C019248,MESH:D012892,T,GNBR
MESH:C019248,MESH:D013167,T,GNBR
MESH:C019248,MESH:D014947,T,GNBR
MESH:C019248,MESH:D017116,T,GNBR
MESH:C019248,MESH:D020083,T,GNBR
MESH:C019248,MESH:D020388,T,GNBR
MESH:C019248,MESH:D030981,T,GNBR
MESH:C019248,MESH:D049950,T,GNBR
MESH:C019248,MESH:D050723,T,GNBR
MESH:C019248,MESH:D051437,T,GNBR
MESH:C019248,MESH:D054198,T,GNBR
MESH:C019248,MESH:D058866,T,GNBR
MESH:C019248,MESH:D064420,Sa,GNBR
MESH:C019264,MESH:D005767,T,GNBR
MESH:C019264,MESH:D007239,T,GNBR
MESH:C019264,MESH:D009369,C,GNBR
MESH:C019264,MESH:D010272,T,GNBR
MESH:C019264,MESH:D013984,T,GNBR
MESH:C019264,MESH:D020258,Sa,GNBR
MESH:C019264,MESH:D064420,Sa,GNBR
DB13804,MESH:D005921,Sa,GNBR
DB13804,MESH:D014657,Sa,GNBR
DB14083,MESH:D017449,Sa,GNBR
DB14083,MESH:D059366,Sa,GNBR
DB09064,MESH:C535721,Pr,GNBR
DB09064,MESH:D006528,Sa,GNBR
DB09064,MESH:D006529,Sa,GNBR
DB09064,MESH:D006937,T,GNBR
DB09064,MESH:D006949,T,GNBR
DB09064,MESH:D006950,T,GNBR
DB09064,MESH:D006951,T,GNBR
DB09064,MESH:D008107,Sa,GNBR
DB09064,MESH:D008113,Sa,GNBR
DB09064,MESH:D009369,Sa,GNBR
DB09064,MESH:D015228,T,GNBR
DB09064,MESH:D056486,Sa,GNBR
DB01134,MESH:C538429,T,GNBR
MESH:C019357,MESH:D002779,Pa,GNBR
MESH:C019357,MESH:D003110,C,GNBR
MESH:C019357,MESH:D003327,T,GNBR
MESH:C019357,MESH:D003920,Mp,GNBR
MESH:C019357,MESH:D006332,Pa,GNBR
MESH:C019357,MESH:D013274,T,GNBR
MESH:C019357,MESH:D019446,Pa,GNBR
MESH:C019417,MESH:D005910,T,GNBR
MESH:C019448,MESH:D000699,Sa,GNBR
DB03614,MESH:D000544,T,GNBR
DB03614,MESH:D000690,T,GNBR
DB03614,MESH:D000740,T,GNBR
DB03614,MESH:D000752,T,GNBR
DB03614,MESH:D003920,T,GNBR
DB03614,MESH:D003929,T,GNBR
DB03614,MESH:D006463,T,GNBR
DB03614,MESH:D007248,T,GNBR
DB03614,MESH:D008107,T,GNBR
DB03614,MESH:D009845,T,GNBR
DB03614,MESH:D010523,T,GNBR
DB03614,MESH:D020178,T,GNBR
DB09240,MESH:D000787,T,GNBR
DB09240,MESH:D006973,T,GNBR
DB09240,MESH:D017202,T,GNBR
MESH:C019529,MESH:C536209,T,GNBR
MESH:C019529,MESH:C538153,T,GNBR
MESH:C019529,MESH:D009136,T,GNBR
MESH:C019531,MESH:D005909,T,GNBR
MESH:C019531,MESH:D005910,T,GNBR
MESH:C019531,MESH:D009369,T,GNBR
MESH:C019531,MESH:D011832,T,GNBR
MESH:C019536,MESH:D064420,Sa,GNBR
MESH:C019539,MESH:D056486,Sa,GNBR
DB13527,MESH:D001172,T,GNBR
DB13527,MESH:D010146,T,GNBR
DB13527,MESH:D030342,T,GNBR
MESH:C019552,MESH:D056486,Sa,GNBR
DB11420,MESH:D009369,C,GNBR
DB13643,MESH:D007035,Sa,GNBR
DB13643,MESH:D007319,T,GNBR
MESH:C020170,MESH:D007022,Pr,GNBR
MESH:C020174,MESH:D009369,T,GNBR
MESH:C020176,MESH:D000292,T,GNBR
MESH:C020228,MESH:D003920,Mp,GNBR
DB03312,MESH:D009369,T,GNBR
MESH:C020243,MESH:D001847,T,GNBR
MESH:C020243,MESH:D004342,T,GNBR
MESH:C020243,MESH:D004827,T,GNBR
MESH:C020243,MESH:D005955,Sa,GNBR
MESH:C020243,MESH:D006620,T,GNBR
MESH:C020243,MESH:D007249,T,GNBR
MESH:C020243,MESH:D007674,J,GNBR
MESH:C020243,MESH:D009369,T,GNBR
MESH:C020243,MESH:D009461,T,GNBR
MESH:C020243,MESH:D010003,T,GNBR
MESH:C020243,MESH:D017544,Sa,GNBR
MESH:C020243,MESH:D020347,Sa,GNBR
MESH:C020243,MESH:D050723,T,GNBR
MESH:C020243,MESH:D050815,T,GNBR
MESH:C020243,MESH:D051436,T,GNBR
MESH:C020243,MESH:D051437,J,GNBR
MESH:C020243,MESH:D056784,T,GNBR
MESH:C020243,MESH:D058186,Sa,GNBR
MESH:C020243,MESH:D058866,T,GNBR
MESH:C020243,MESH:D061205,J,GNBR
MESH:C020269,MESH:D003920,T,GNBR
MESH:C020283,MESH:D008113,Sa,GNBR
DB13549,MESH:D011041,T,GNBR
MESH:C020326,MESH:D002292,Sa,GNBR
MESH:C020326,MESH:D007674,Sa,GNBR
MESH:C020326,MESH:D007680,Sa,GNBR
MESH:C020326,MESH:D007683,Sa,GNBR
MESH:C020326,MESH:D009336,Sa,GNBR
MESH:C020326,MESH:D009369,Sa,GNBR
MESH:C020326,MESH:D056486,Sa,GNBR
MESH:C020326,MESH:D063646,Sa,GNBR
MESH:C020332,MESH:D005921,T,GNBR
MESH:C020332,MESH:D007511,T,GNBR
MESH:C020332,MESH:D009203,T,GNBR
MESH:C020332,MESH:D017202,T,GNBR
MESH:C020332,MESH:D064420,Pa,GNBR
MESH:C020365,MESH:D009369,T,GNBR
MESH:C020365,MESH:D009765,Mp,GNBR
MESH:C020365,MESH:D016889,T,GNBR
DB12545,MESH:D001157,T,GNBR
DB12545,MESH:D001281,T,GNBR
DB12545,MESH:D006470,Sa,GNBR
DB12545,MESH:D007383,T,GNBR
DB12545,MESH:D050197,T,GNBR
MESH:C020375,MESH:D056486,Sa,GNBR
MESH:C020394,MESH:D009447,C,GNBR
MESH:C020445,MESH:D011843,T,GNBR
DB13174,MESH:D001943,C,GNBR
DB13174,MESH:D005910,C,GNBR
DB13174,MESH:D007674,T,GNBR
DB13174,MESH:D008659,Pa,GNBR
DB13174,MESH:D010190,C,GNBR
DB01007,MESH:D009181,T,GNBR
DB01007,MESH:D014009,T,GNBR
DB01007,MESH:D014010,T,GNBR
DB01007,MESH:D014627,T,GNBR
MESH:C020528,MESH:D002292,T,GNBR
MESH:C020528,MESH:D009369,T,GNBR
DB04828,MESH:D009369,T,GNBR
DB04828,MESH:D010146,T,GNBR
DB04828,MESH:D010149,T,GNBR
MESH:C020602,MESH:D007239,T,GNBR
DB12223,MESH:D000506,T,GNBR
DB12223,MESH:D014860,T,GNBR
DB12223,MESH:D016107,T,GNBR
DB12223,MESH:D017449,Sa,GNBR
MESH:C020711,MESH:D064420,T,GNBR
DB14186,MESH:D000437,J,GNBR
MESH:C020724,MESH:D003866,T,GNBR
DB01282,MESH:D007022,Sa,GNBR
DB01282,MESH:D014593,T,GNBR
MESH:C020735,MESH:D003550,Sa,GNBR
MESH:C020735,MESH:D005355,Sa,GNBR
MESH:C020735,MESH:D010190,Sa,GNBR
MESH:C020735,MESH:D010195,Sa,GNBR
MESH:C020735,MESH:D050500,Sa,GNBR
MESH:C020743,MESH:D006973,T,GNBR
MESH:C020748,MESH:D000740,T,GNBR
MESH:C020748,MESH:D001206,T,GNBR
MESH:C020748,MESH:D007037,T,GNBR
MESH:C020748,MESH:D007249,Sa,GNBR
MESH:C020748,MESH:D011041,T,GNBR
MESH:C020748,MESH:D018798,T,GNBR
MESH:C020748,MESH:D019226,Sa,GNBR
MESH:C020754,MESH:C565534,Pa,GNBR
MESH:C020754,MESH:D003643,Pa,GNBR
DB13832,MESH:D005909,T,GNBR
DB13832,MESH:D005910,T,GNBR
DB13832,MESH:D009101,T,GNBR
DB13832,MESH:D009369,T,GNBR
DB13832,MESH:D013920,T,GNBR
MESH:C020796,MESH:D009369,Sa,GNBR
MESH:C020796,MESH:D013953,Sa,GNBR
MESH:C020804,MESH:D020176,T,GNBR
MESH:C020806,MESH:D008607,T,GNBR
DB05088,MESH:C535575,T,GNBR
DB05088,MESH:D006527,T,GNBR
DB05088,MESH:D008105,T,GNBR
DB05088,MESH:D009369,T,GNBR
DB05088,MESH:D009422,T,GNBR
DB05088,MESH:D016393,T,GNBR
DB05088,MESH:D056486,T,GNBR
MESH:C020852,MESH:D000647,Pa,GNBR
MESH:C020852,MESH:D010302,Sa,GNBR
MESH:C020895,MESH:D007022,Sa,GNBR
MESH:C020903,MESH:D064420,T,GNBR
MESH:C020918,MESH:D006944,Pr,GNBR
MESH:C020918,MESH:D043183,T,GNBR
MESH:C020922,MESH:D009369,C,GNBR
MESH:C020946,MESH:D064420,Sa,GNBR
DB09017,MESH:D000647,Sa,GNBR
DB09017,MESH:D007319,T,GNBR
DB09017,MESH:D019966,Sa,GNBR
MESH:C020962,MESH:D064420,Sa,GNBR
MESH:C020972,MESH:D006973,Mp,GNBR
MESH:C020972,MESH:D006976,Pa,GNBR
MESH:C020972,MESH:D007511,T,GNBR
MESH:C020972,MESH:D017114,Pa,GNBR
DB00972,MESH:D001249,T,GNBR
DB00972,MESH:D003872,T,GNBR
DB00972,MESH:D004342,T,GNBR
DB00972,MESH:D006255,T,GNBR
DB00972,MESH:D008415,T,GNBR
DB00972,MESH:D009410,Pa,GNBR
DB00972,MESH:D011537,T,GNBR
DB00972,MESH:D012220,T,GNBR
DB00972,MESH:D012221,T,GNBR
DB00972,MESH:D012223,T,GNBR
DB00972,MESH:D014947,T,GNBR
MESH:C020978,MESH:D006951,T,GNBR
DB13687,MESH:D001321,T,GNBR
DB12843,MESH:D012516,C,GNBR
MESH:C021080,MESH:D005764,T,GNBR
DB13581,MESH:D015812,T,GNBR
DB00817,MESH:D006069,T,GNBR
DB09118,MESH:D000014,Pa,GNBR
DB09118,MESH:D004827,T,GNBR
DB09118,MESH:D004831,T,GNBR
DB09118,MESH:D004832,T,GNBR
DB09118,MESH:D006959,T,GNBR
DB09118,MESH:D012640,T,GNBR
MESH:C021096,MESH:C535850,Sa,GNBR
DB00261,MESH:C538068,T,GNBR
DB00261,MESH:D009203,Sa,GNBR
DB00261,MESH:D009369,T,GNBR
DB00261,MESH:D013920,T,GNBR
DB00261,MESH:D013922,T,GNBR
DB00261,MESH:D017563,T,GNBR
DB01295,MESH:D002311,T,GNBR
DB01295,MESH:D006973,T,GNBR
DB01295,MESH:D007022,Pr,GNBR
DB01295,MESH:D007511,T,GNBR
MESH:C021151,MESH:D003231,T,GNBR
MESH:C021151,MESH:D005131,Sa,GNBR
MESH:C021255,MESH:D006937,T,GNBR
DB01600,MESH:D001168,T,GNBR
DB01600,MESH:D001172,T,GNBR
DB01600,MESH:D003556,Sa,GNBR
DB01600,MESH:D003875,Sa,GNBR
DB01600,MESH:D007249,T,GNBR
DB01600,MESH:D008881,T,GNBR
DB01600,MESH:D010003,T,GNBR
DB01600,MESH:D010146,T,GNBR
DB01600,MESH:D012216,T,GNBR
DB01600,MESH:D020370,T,GNBR
DB00665,MESH:D011471,T,GNBR
DB00665,MESH:D056486,Sa,GNBR
DB02249,MESH:D064420,Sa,GNBR
MESH:C021304,MESH:D007249,Pa,GNBR
MESH:C021304,MESH:D010190,T,GNBR
MESH:C021304,MESH:D012516,C,GNBR
MESH:C021304,MESH:D020258,Pa,GNBR
